CoastalBlue,Blue,GreenI,Green,Yellow,Red,RedEdge,NIR,Class
458.0,411.0,622.0,696.0,554.0,400.0,1055.0,4290.0,dense_vegetation
458.0,368.0,565.0,614.0,532.0,401.0,1073.0,3923.0,dense_vegetation
446.0,420.0,588.0,685.0,578.0,421.0,1055.0,4155.0,dense_vegetation
439.0,410.0,632.0,729.0,567.0,418.0,1152.0,4411.0,dense_vegetation
398.0,393.0,632.0,725.0,576.0,415.0,1159.0,4434.0,dense_vegetation
382.0,399.0,605.0,714.0,579.0,416.0,1117.0,4361.0,dense_vegetation
403.0,379.0,578.0,656.0,493.0,357.0,1085.0,4284.0,dense_vegetation
395.0,374.0,540.0,602.0,445.0,331.0,1003.0,3942.0,dense_vegetation
415.0,359.0,527.0,597.0,480.0,358.0,951.0,3757.0,dense_vegetation
419.0,393.0,548.0,650.0,501.0,357.0,1016.0,4112.0,dense_vegetation
421.0,385.0,523.0,624.0,494.0,350.0,966.0,3972.0,dense_vegetation
411.0,387.0,552.0,596.0,466.0,386.0,1018.0,3754.0,dense_vegetation
446.0,367.0,592.0,666.0,537.0,389.0,1113.0,4111.0,dense_vegetation
442.0,378.0,616.0,678.0,525.0,375.0,1091.0,4278.0,dense_vegetation
464.0,420.0,589.0,718.0,624.0,478.0,1062.0,4129.0,dense_vegetation
466.0,404.0,605.0,677.0,557.0,426.0,1101.0,4152.0,dense_vegetation
459.0,377.0,564.0,615.0,552.0,408.0,1096.0,3807.0,dense_vegetation
439.0,403.0,601.0,685.0,571.0,430.0,1092.0,4206.0,dense_vegetation
455.0,399.0,638.0,702.0,603.0,417.0,1182.0,4376.0,dense_vegetation
426.0,393.0,636.0,719.0,599.0,426.0,1187.0,4406.0,dense_vegetation
381.0,416.0,614.0,694.0,567.0,415.0,1170.0,4392.0,dense_vegetation
458.0,367.0,563.0,615.0,478.0,373.0,1018.0,4300.0,dense_vegetation
460.0,372.0,515.0,558.0,424.0,361.0,970.0,4060.0,dense_vegetation
422.0,373.0,546.0,610.0,487.0,372.0,964.0,3799.0,dense_vegetation
421.0,394.0,566.0,660.0,521.0,372.0,1060.0,4174.0,dense_vegetation
423.0,400.0,535.0,656.0,472.0,361.0,1007.0,4023.0,dense_vegetation
406.0,374.0,583.0,611.0,497.0,392.0,1040.0,3753.0,dense_vegetation
418.0,378.0,565.0,655.0,512.0,381.0,1143.0,3972.0,dense_vegetation
413.0,383.0,588.0,637.0,489.0,371.0,1094.0,4134.0,dense_vegetation
433.0,426.0,612.0,665.0,572.0,457.0,1117.0,4031.0,dense_vegetation
445.0,421.0,602.0,674.0,551.0,436.0,1114.0,4210.0,dense_vegetation
443.0,411.0,595.0,672.0,551.0,427.0,1086.0,4219.0,dense_vegetation
451.0,431.0,619.0,687.0,551.0,445.0,1118.0,4252.0,dense_vegetation
378.0,436.0,605.0,701.0,565.0,418.0,1121.0,4283.0,dense_vegetation
410.0,414.0,594.0,707.0,578.0,431.0,1171.0,4345.0,dense_vegetation
418.0,408.0,594.0,636.0,551.0,397.0,1041.0,4313.0,dense_vegetation
386.0,392.0,523.0,597.0,490.0,386.0,984.0,4192.0,dense_vegetation
394.0,387.0,534.0,599.0,495.0,369.0,957.0,3900.0,dense_vegetation
419.0,389.0,574.0,626.0,544.0,388.0,1034.0,3765.0,dense_vegetation
418.0,370.0,587.0,677.0,550.0,400.0,1109.0,4104.0,dense_vegetation
422.0,389.0,587.0,685.0,513.0,393.0,1108.0,4038.0,dense_vegetation
415.0,370.0,553.0,632.0,500.0,378.0,987.0,3993.0,dense_vegetation
398.0,374.0,513.0,569.0,487.0,344.0,1017.0,3736.0,dense_vegetation
409.0,374.0,517.0,574.0,494.0,361.0,1002.0,3612.0,dense_vegetation
415.0,424.0,594.0,671.0,551.0,441.0,1037.0,4224.0,dense_vegetation
419.0,418.0,608.0,680.0,537.0,441.0,1092.0,4189.0,dense_vegetation
